,Startup Name,Founder(s),Funding Year,Funding Month,Funding Day,Founding Date,Industry/Vertical,Funding Date,Sub-Vertical,City,Investor(s),Investment Amount (USD),Investment Type,Remarks
4357,Pickrr,"Rhitiman Majumdar, Gaurav Mangla, Ankit Kaushik",2021,08,01,2015.0,Logistics & Supply Chain,01/08/2021,India'S 1St Virtual Logistics Solution Catering To Global Brands/Smes/Online Sellers/Amazonsellers,,"Iifl, Amicus Capital, Ananta Capital",12000000,Series B,
4358,Stellaris Venture Partners,"Ritesh Banglani, Alok Goyal, Rahul Chowdhri",2021,08,01,2015.0,Fintech,01/08/2021,Early-Stage Tech Vc In India.,Bangalore,,225000000,Other,
4359,Grip Invest,"Nikhil Aggarwal, Vivek Gulati",2021,08,01,2020.0,Fintech,01/08/2021,"Grip Offers Investment Opportunities To Invest In Physical Assets Leased To Corporates, To Earn Fixed Monthly Returns.",,"Venture Highway, Endiya Partners",3000000,Series A,
4360,Heads Up For Tails,Rashi Sanon,2021,08,01,2008.0,Automotive,01/08/2021,"A One Stop Shop For All Pet Products With Paw Prints All Across India, We Design, Manufacture And Customize Stylish",New Delhi,"Verlinvest, Sequoia Capital India",37000000,Series A,
4361,Blue Tokai Coffee Roasters,"Matt Chitharanjan, Shivam Shahi, Namrata Asthana",2021,08,01,2012.0,Food & Beverages,01/08/2021,"Source, Roast, And Brew India'S Best Single-Origin Arabica Coffee.",New Delhi,Anicut Angel Fund,2000000,Series B,
4362,Neeman,Taran Chhabra,2021,08,01,2017.0,SaaS,01/08/2021,India'S First Startup To Use The World'S Most Revolutionary Natural & Renewable Fibers In Footwear,Greater Hyderabad ,Sixth Sense Ventures,2000000,Series A,
4363,Bharatpe,"Ashneer Grover, Shashvat Nakrani",2021,08,01,2018.0,Fintech,01/08/2021,"Bharatpe Launched India’s First Upi Interoperable Qr Code, First Zero Mdr Payment Acceptance Service, And First Upi Payment Backed Merchant Cash Advance Service.",New Delhi,Tiger Global,370000000,Series D to late stage,
4364,Gosats,"Mohammed Roshan, Roshni Aslam",2021,08,01,2020.0,Fintech,01/08/2021,Gosats Is A Bitcoin Stacking App That Lets Users Earn Bitcoin Cashbacks When They Shop With Our Partnered Merchants.,Bangalore,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, Sbx Capital",700000,Early stage,
4365,Stockgro,Ajay Lakhotia,2021,08,01,2020.0,Fintech,01/08/2021,Making Investment Social- India'S First Social Trading Platform,Bangalore,"Roots Ventures, Velo Partners",5000000,Series A,
4366,Onsurity,"Yogesh Agarwal, Kulin Shah",2021,08,01,2020.0,Health & Fitness,01/08/2021,"Onsurity Is A Healthtech & Employee Benefits Organization, Disrupting The Sme And Startup Healthcare Market With Technology And Innovation!",Bangalore,Nexus Venture Partners,16000000,Series A,
4367,Khabri,"Pulkit Sharma, Aankit Roy, Sandeep Singh",2021,08,01,2017.0,Media,01/08/2021,Khabri Is India’s Fastest Growing Vernacular Audio Platform Targeted At Next Billion Internet Users.,,,2000000,Series A,
4368,Celcius,Swarup Bose,2021,08,01,2020.0,Logistics & Supply Chain,01/08/2021,Celcius Is A Asset Light Startup With A Web And App Based Saas Platform Which Brings The Complete Cold Chain Solution Network Online,Greater Mumbai,"Mumbai Angels Network, Huddle, Lumis Partners",500000,Other,
4369,Ayurythm,Abhilesh Gupta,2021,08,01,2017.0,Health & Fitness,01/08/2021,Ayurythm Is The World'S First Completely Digital Solution For Personalized Holistic Wellness Based On Ayurvedic Principles.,Bangalore,Sucseed Indovation Fund,0,,
4370,Enguru,"Arshan Vakil, Tahem Veer Verma, Udit Hinduja",2021,08,01,2014.0,EdTech,01/08/2021,Enguru Provides A Personalized & Gamified English Learning Solution To Prepare Young Adults For The Workplace.,Bangalore,"Potencia Ventures, Bisk Ventures, Letsventure, Ronnie Screwvala, Arihant Patni",0,,
4371,Rocket Skills,"Vibhu Bahuguna, Mohit Jain",2021,08,01,2020.0,EdTech,01/08/2021,Rocket Skills Is The #1 Platform For Learning Skills Which Will Bring A High Positive Impact On Your Business And Life Skills.,,"Better Capital, First Cheque, Titan Capital",200000,Early stage,
4372,Renewbuy,Balachander Sekhar,2021,08,01,2015.0,Fintech,01/08/2021,"Simplify Insurance And Aim To Take It To The Last Indian, Through Our Digitally Enabled Posp Advisors.",,Evolvence Capital,10000000,Series C,
4373,Faarms,"Taranbir Singh, Alok Duggal",2021,08,01,2020.0,Agritech,01/08/2021,Faarms™ Is A New Age Digital Platform Which Aims To Offer A One-Stop Solution To Farmers.,Bangalore,,2000000,Early stage,
4374,Urbanmatrix Technologies,"Rishabh Verma, Ashutosh Kumar, Divyanshu Pundir",2021,08,01,2019.0,Other,01/08/2021,Helping Industries & Organizations To Seamlessly Adopt Drones In Their Workflow To Elevate Efficiency & Profitability,Chennai,Sara Elgi,100000,Other,
4375,Jupiter,Jitendra Gupta,2021,08,01,2019.0,Fintech,01/08/2021,"A Digital Banking Experience That Keeps Pace With You, And Helps Master Money Too.",Greater Mumbai,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",44000000,Series B,
4376,Pixuate,"Akshata Kari, Prathvi Palekar",2021,08,01,2012.0,Technology,01/08/2021,"Pixuate Enables Intelligent Business Process Automation Through Advanced Computer Vision, Ai And Machine Learning.",Bangalore,Sucseed Indovation Fund,1000000,Early stage,
4377,Playo,Daanish Suhail,2021,08,01,2014.0,Entertainment,01/08/2021,Playo Is A One Stop Destination App For All Things Sports,Bangalore,Ah! Ventures High Tables,500000,Series A,
4378,Toothsi,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale",2021,08,01,2018.0,Health & Fitness,01/08/2021,India’s First And Largest At Home Smile Makeover Service Using Invisible Aligners.,Greater Mumbai,"Eight Roads Ventures, Think Investments, Mankekar Family Office",20000000,Series B,
4379,Soothe Healthcare,Sahil Dharia,2021,08,01,2012.0,SaaS,01/08/2021,"Soothe Is A Consumer Goods Company Engaged In Manufacture, Marketing & Distribution Of Personal Hygiene Products.",New Delhi,A91 Partners,10000000,Series C,
4380,Goodmeetings,Srinivasan Narayan,2021,08,01,2020.0,SaaS,01/08/2021,Ai-Based Platform Built Exclusively For Remote Selling,Bangalore,Chiratae Ventures,1700000,Series A,
4381,Apnaklub,"Shruti, Manish Kumar",2021,08,01,2020.0,Other,01/08/2021,Apnaklub Is India'S Most Trusted Wholesale Platform That Empowers People To Set Up Their Own Retail And Sales Businesses By Providing Better-Than-Industry Margins,Bangalore,Sequoia’s Surge,3500000,Early stage,
4382,Chefkart,"Vaibhav Gupta, Arpit Gupta, Aman Gupta",2021,08,01,2020.0,SaaS,01/08/2021,"Chefkart Is An End To End Kitchen Aide That Plans, Shops And Cooks For You In Your Home Kitchen.",,"Lead Angels, Titan Capital, Pravega Ventures",300000,Early stage,
4383,Fashinza,"Pawan Gupta, Abhishek Sharma",2021,08,01,2020.0,Fashion,01/08/2021,A New-Age Supply Chain And Product Development Platform For The Fashion Industry.,,"Accel Partners, Elevation Capital",20000000,Series A,
4384,Fabheads,Dhinesh Kanagaraj,2021,08,01,2015.0,IT,01/08/2021,Fabheads Is A Hardware Startup Creating Automation Equipment To Manufacture High-End Carbon Fiber Parts.,Chennai,"Inflection Point Ventures, Rockstud Capital, Firstport Capital, Bliss Flow Investments Pvt Ltd",0,,
4385,Quickshift,Anshul Goenka,2021,08,01,2016.0,Logistics & Supply Chain,01/08/2021,"Helping D2C Brands Scale With Our Ai Powered Dashboard That Manages Inventory, Order Processing, Wms, Shipping, Customer Support",Pune,"Anicut Angel Fund, Axilor Ventures",770000,Early stage,
4386,Stackbox,"Shanmukha Boora, Sabyasachi Bhattacharjee",2021,08,01,2016.0,Logistics & Supply Chain,01/08/2021,Distribution Simplified,Bangalore,"Ecosystem Ventures, Cmm Group",1200000,Other,
4387,Medprime Technologies,"Samrat, Greeshma Unnikrishnan, Binil Jacob, Mahesh Kumar Rathor",2021,08,01,2014.0,Health & Fitness,01/08/2021,"Medprime Technologies Is A Medical Device Company, Dedicated To Developing The Best, Customer-Centric Solutions For The Healthcare Needs Of The World.",Thane,"Mumbai Angels Network, Social Alpha",0,,
4388,Infra.Market,"Souvik Sengupta, Aaditya Sharda",2021,08,01,2016.0,Other,01/08/2021,Infra.Market Is A Construction Solutions Company That Leverages Technology To Provide An Enhanced Procurement Experience For All Players In The Construction Ecosystem.,Thane,Tiger Global,125000000,Series D to late stage,
4389,Mfine,"Prasad Kompalli, Ashutosh Lawania",2021,09,01,2017,Automotive,01/09/2021,"Mfine Aims To Make Access To Trusted Healthcare Simple, Fast, And Effective.",Bangalore,"Moore Strategic Ventures, Beenext",48000000,Series C,
4390,Aquatein,"Ananth B Prabhala, Mitisha Mehta",2021,09,01,2019,Food & Beverages,01/09/2021,India'S First Protein Water In 21G And 10G Variants With Bcaa.,Greater Mumbai,Eaglewings Ventures,0,,
4391,Mentza,"Anurag Vaish, Tapasi Mittal, Fareesh Vijayarangam, Anand Parameswaran, Divya Balakrishnan",2021,09,01,2020,EdTech,01/09/2021,"Make Great Conversations Accessible To Everyone Through A Vibrant, Small, Safe, And Easy Real-Time Audio Platform",Greater Mumbai,Inflection Point Ventures,400000,Early stage,
4392,Connectedh,"Shubham Gupta, Rahul Kumar, Suresh Singh",2021,09,01,2018,Automotive,01/09/2021,Connect Different Sectors Of Healthcare System And Give The Patients Complete Control Over Their Information.,,"Kalaari Capital, Incubate Fund India",2300000,Early stage,
4393,Credavenue,Gaurav Kumar,2021,09,01,2017,Fintech,01/09/2021,Credavenue Is An Organization On A Mission To Deepen And Power The $120Trillion Global Enterprise Debt Market Which Would Unlock A Gdp Multiplier And Thus Create Massive Economic Value.,Chennai,"Sequoia Capital, Lightspeed, Tvs Capital Funds",90000000,Series A,
4394,Vedantu,"Vamsi Krishna, Pulkit Jain, Saurabh Saxena, Anand Prakash",2021,09,01,2011,EdTech,01/09/2021,Vedantu Is A Live Online Learning Platform That Brings Together Students And Teachers To Achieve Best Results.,Bangalore,Abc World Asia,100000000,Series D to late stage,
4395,Exotel,"Shivakumar Ganesan, Ishwar Sridharan, Siddharth Ramesh, Vijay Sharma",2021,09,01,2011,IT,01/09/2021,"Asia'S Largest Customer Engagement Platform, Streamlining Customer Interactions For Swiggy, Ola, Flipkart, Gojek Etc.",Bangalore,"Iifl Amc, Sistema Asia Fund, Cx Partners, Singularity Growth Opportunities Fund",35000000,Series C,
4396,Fantasy Akhada,"Amit Purohit, Sumit Kumar Jha",2021,09,01,2020,Entertainment,01/09/2021,Fantasy Akhada Is One Of India'S Fastest Growing Fantasy Sports Platform.,,Prime Securities Limited,2000000,Series A,
4397,Meesho,"Sanjeev Barnwal, Vidit Aatrey",2021,09,01,2015,Platforms & Social Media,01/09/2021,Meesho Is India’s Largest Marketplace For Longtail Products.,Bangalore,"Fidelity, B Capital",570000000,Other,
4398,Pumpumpum,Tarun Lawadia,2021,09,01,2018,Automotive,01/09/2021,Pumpumpum Is Empowering Millennials With A Smart Car Subscription Model. We Provide Monthly Subscription Of Pre-Owned Cars At Affordable Rates.,,Lc Nueva Aif,0,,
4399,Cusmat,"Abhinav Ayan, Anirban Jyoti Chakravorty",2021,09,01,2016,SaaS,01/09/2021,Cusmat Is India’s Largest Immersive Skilling And Training Platform.,Greater Hyderabad ,We Founder Circle,100000,Series A,
4400,Homeville,Madhusudan Sharma,2021,09,01,2017,IT,01/09/2021,A Technology Company Focused On Helping People Buy Their First Home With Down Payment Assistance At Zero Interest Cost.,Greater Mumbai,"9Unicorns, Varanium Nexgen Fund",0,,
4401,Coinshift,Tarun Gupta,2021,09,01,2021,Fintech,01/09/2021,Coinshift Helps Businesses And Decentralised Autonomous Organisations (Dao'S) Manage Their Crypto Easily,Chandigarh,"Sequoia Capital, Sandeep Nailwal",2500000,Early stage,
4402,Strip Finance,"Varun Satyam, Yuvraj Chhibber, Yash Jejani",2021,09,01,2021,Fintech,01/09/2021,Collateralised Nft & Defi Liquidity Protocol With Interest Rate Discovery.,Greater Hyderabad ,"Old Fashion Research, Nothing Research, Tenzor Capital",400000,Early stage,
4403,Ola Electric,Bhavish Aggarwal,2021,09,01,2017,Automotive,01/09/2021,Charging Ahead To Accelerate The World’s Transition To Sustainable Mobility.,Bangalore,"Falcon Edge, Softbank",200000000,Other,
4404,Kolo,"Pranav Garg, Jery Althaf",2021,09,01,2020,Other,01/09/2021,Home Construction App For Finding Ideas And Service Providers Near You,Bangalore,Better Capital,550000,Early stage,
4405,Chqbook,"Vipul Sharma, Rajat Kumar, Sachin Arora",2021,09,01,2017,Fintech,01/09/2021,"Chqbook.Com Is India’s First Neobank For Small Business Owners Offering World-Class Financial Services Through Its Five Pillars Of Banking, Khata, Lending, Insurance, And Rewards.",,"Aavishkaar Capital, Rajiv Dadlani Group",5000000,Series B,
4406,My3Dselfie,Harsha P Deka,2021,09,01,2016,Entertainment,01/09/2021,World'S First To Create 3D Figurine From Photos,Guwahati,"Nevf, Accelnest",0,,
4407,Ev Plugs,"Manish Narang, Kapil Narang, Ashwani Arora",2021,09,01,2021,IT,01/09/2021,Ev Charging Station Aggregator Platform,,,150000,Other,
4408,Rulezero,"Satish Mugulavalli, Srinivas Katta",2021,09,01,2019,Fintech,01/09/2021,"Rulezero Is A Legal/Fintech Startup Reimagining Private Markets By Building An Intelligent Platform That Enables Stakeholder Participation And Capital Flow In A Transparent, Efficient And Compliant Manner.",Bangalore,The Treasury,2500000,Early stage,
4409,Credright,Neeraj Bansal,2021,09,01,2016,Fintech,01/09/2021,"Credright Is A New Age Digital Lending Company 100% Focused On Micro & Small Businesses, Making The Process Of Availing Loans Simple",Greater Hyderabad ,"9Unicorns, Spearhead Capital, Venture Catalysts",2700000,Other,
4410,Auntie Fung,"Satrajit Das, Subhradeep Bhowmik",2021,09,01,2015,Food & Beverages,01/09/2021,Serving Delectable And Eclectic Pan-Asian Fare To All Foodies In A Quick-Service & Healthy Format,Bangalore,India Angel Network,400000,Other,
4411,Epaylater,"Aurko Bhattacharya, Akshat Saxena",2021,09,01,2015,Fintech,01/09/2021,Epaylater Is A Payment Solution That Aims To Separate The Experience Of Shopping From The Hassles Of Payment Process.,Greater Mumbai,"Responsibility, Blue Ashva Capital, Pravega Ventures",10000000,Series B,
4412,Fittr,"Rohit Chattopadhyay, Jitendra Chouksey, Suniel Shetty, Sonal Singh, Bala Dabbedi",2021,09,01,2016,Health & Fitness,01/09/2021,"Fittr’s Mission Is To Reach Out To 50 Million People And Make Them Fit, Create Jobs In The Fitness Industry, Teach People How Easy It Is To Stay Fit And Move Together As A Wolfpack.",Pune,"Dream Capital, Elysian Park Ventures",0,,
4413,Medikabazaar,"Vivek Tiwari, Ketan Malkan",2021,09,01,2014,Health & Fitness,01/09/2021,"Medikabazaar, India’s Pioneering And Largest Online B2B Marketspace For Medical Supplies And Equipment.",Greater Mumbai,"Cdc Group, Creaegis",75000000,Series C,
4414,Nimble Growth Organics,"Rahul Saria, Nagendra Kalkuli, Abhisek Bhagchandka, Pradeep Kumar Ml",2021,09,01,2016,Food & Beverages,01/09/2021,Nimble Growth Organics Is The New Age Agri Startup Which Through Its Proprietary Package Of Practice (Pop) Cultivates Organic Fruits & Vegetables And Ensure That Authentic Food Reaches Plate.,Bangalore,,0,,
4415,Delhivery,Sahil Barua,2021,09,01,2011,Logistics & Supply Chain,01/09/2021,Delhivery Is A Leading Logistics And Supply Chain Services Company In India.,,"Lee Fixel’s Venture Capital Firm, Addition",125000000,Other,
4416,Akudo,"Lavika Aggarwal, Sajal Khanna, Jgaveer Gandhi",2021,09,01,2020,Fintech,01/09/2021,A Learning-First Neobank For Teenagers - Enable Practical Financial Education For Child Today,Bangalore,"Y Combinator, Jafco Asia, Incubate Fund India, Marquee Angels",4200000,Early stage,
4417,Sanctum Wealth,Shiv Gupta,2021,09,01,2016,Fintech,01/09/2021,Sanctum Is An Indian Wealth Management Firm Which Has Acquired Rbs India’s Private Banking Business.,Greater Mumbai,The Xander Group,10000000,Other,
4418,88Academics,Anil Ahuja,2021,09,01,2018,EdTech,01/09/2021,88Academics An 88Tuition Pte Ltd Has Been Established With The Social Objective Of Making Quality Video-Based Learning Material Available To All Students.,New Delhi,Aarin Capital,3000000,Series A,
4419,Upgame,Sameer Sawhney,2021,09,01,2017,Entertainment,01/09/2021,Upgame Is The Leading Data Intelligence And Practice Tracking Platform For Golfers,,"James Milner, Adam Lallana",0,,
4420,Sanfe,"Archit Aggarwal, Harry Sehrawat",2021,09,01,2018,Health & Fitness,01/09/2021,India’s Revolutionary Feminine Hygiene And Period Care Brand That Strives To Build A Better World For Women.,New Delhi,"Letsventure, Ajay Garg, Tarun Sharma",1000000,Series A,
4421,Predictivu,,2021,09,01,2020,Consulting,01/09/2021,"Predictivu'S Ai-Enabled Dashboard Integrated With India'S Largest, Proprietary, Weekly Consumer Purchase Data, Market Intelligence And Web Insights",,Kunal Sarkar,1500000,Early stage,
4422,Sterling Accuris Wellness,Girish Patel,2021,09,01,2016,Automotive,01/09/2021,"Sterling Accuris Wellness Private Limited Is A Hospital & Health Care Company Based Out Of 3-Floor Heritage Complex, Nr.",Ahmedabad,Morgan Stanley Private Equity Asia,30000000,Other,
4423,Bijnis,"Siddharth, Chaitanya Rathi, Siddharth Rastogi, Shubham Agarwal",2021,09,01,2015,Other,01/09/2021,Bijnis Is Revolutionizing The Way Manufacturers Operate And Scale Their Factories By Digitizing Their Demand/Supply/Captial/Operations.,New Delhi,Westbridge Capital,30000000,Series B,
4424,Capital Float,"Sashank Rishyasringa, Gaurav Hinduja",2021,09,01,2013,Fintech,01/09/2021,India'S Leading Bnpl And Digital Credit Platform Serving Millions Of Aspirational Individuals.,Bangalore,Lightrock India,50000000,Other,
4425,Manch Technologies,Suresh Anantpurkar,2021,09,01,2017,IT,01/09/2021,"A Single Click Work Flow E-Sign Solution To Conduct Speedy, Accurate, Efficient Transactions Through A “cash-Less, Presence-Less, Paperless” Framework.",Bangalore,Bharat Inclusion,1000000,Series A,
4426,Sochcast,"Vinners, Raj Nayak, Amritaanshu Agrawal",2021,09,01,2020,Entertainment,01/09/2021,"Ca Harvinderjit Singh Bhatia, Garima Surana, Anil Srivatsa",Online Media	#Ref!,$Undisclosed,0,,
4427,Glamyo Health,"Archit Garg, Dr Preet Pal Thakur",2021,09,01,2019,Automotive,01/09/2021,Glamyo Health Is An Advanced Healthcare Co Delivering A Seamless Experience For Elective Surgeries.,New Delhi,Ananta Capital,3000000,Series A,
4428,Cashbook,"Vivek, Ashutosh Pathak",2021,09,01,2020,Fintech,01/09/2021,"Cashbook Is A Digital Record-Keeping App Using Which Businesses Can Add Entries, Segregate Records, And Find Overall Balance Instantly.",,"Jam, Better Tomorrow Ventures",2300000,Early stage,
4429,The Money Club,"Manuraj Jain, Surajit Ra",2021,09,01,2016,Fintech,01/09/2021,The Money Club Is A Mobile Platform For Peer To Peer Chit Funds.,Noida,"Sosv, Venture Catalysts",1700000,Series A,
4430,Superzop,"Raghuveer Allada, Prithwi Singh, Darshan Krishnamurthy",2021,09,01,2016,Retail,01/09/2021,Superzop Is India'S First And Only Vernacular B2B Grocery E-Commerce Platform That Is Transforming The Unorganized Retail Sector.,Greater Mumbai,Incofin’s India Progress Fund,4000000,Series A,
