,Startup Name,Founder(s),Funding Year,Funding Month,Funding Day,Founding Date,Industry/Vertical,Funding Date,Sub-Vertical,City,Investor(s),Investment Amount (USD),Investment Type,Remarks
3139,Knorish,"Kinner N Sacchdev, Rakhi Wadhwa",2020,06,01,,SaaS,01/06/2020,All-In-One Knowledge Commerce Saas Platform,Delhi,100X Vc,323000,Series A,
3140,Letstransport,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",2020,06,01,2015.0,Other,01/06/2020,Offers Techno Logistics Solutions,Bangalore,Black Soil,1326000,Other,
3141,Vahak,"Karan Shaha, Vikas Chandrawat",2020,06,01,2017.0,Transportation,01/06/2020,It Enables Logistic Companies To Conncet With Transporters,,"Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran",0,,
3142,Nutrova,Akshay Pai,2020,06,01,2013.0,Health & Fitness,01/06/2020,"Nutraceutical Company Developing Evidence-Based Nutrition And Nutraceutical Products,",Greater Mumbai,Dsg Consumer Partners,0,,
3143,Cube Wealth,"Satyen Kothari, Beenext, Asuka Holding",2020,06,01,2018.0,SaaS,01/06/2020,A Digital Wealth Management Services,Greater Mumbai,"Beenext, Asuka Holding",500000,Other,
3144,Rebel Foods,"Jaydeep Barman, Kallol Bannerjee",2020,07,01,2011.0,Food & Beverages,01/07/2020,Cloud Kitchen Platform,Greater Mumbai,Coatue Management,26500000,Series D to late stage,
3145,Hevo,"Manish Jethani, Sourabh Agarwal",2020,07,01,2017.0,Technology,01/07/2020,Data Pipeline Startup,Bangalore,"Qualgro, Lachy Groom",8000000,Series A,
3146,Bigspoon Foods,"Kapil Mathrani, Rohan Bhatt, Poojan Thakkar",2020,07,01,2019.0,Food & Beverages,01/07/2020,Cloud Kitchen Startup,Ahmedabad,"Urmin Family Office, Lemonade Ventures, Truevalue Group Md Yash Shah",2000000,Series A,
3147,Chingari,Sumit Ghosh,2020,07,01,,Media,01/07/2020,Homegrown Short Video Platform,Bangalore,"Logx Ventures, Angellist’s Utsav Somani, Nowfloats’ Jasminder Singh Gulati, Al Trust (Vistra Itcl), Village Global.",1000000,Early stage,
3148,Sharechat,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan",2020,07,01,2015.0,Media,01/07/2020,Indian Social Network Platform,Bangalore,"All About Inc, Beenext Pte Led, Beenos Asia, Dg Ventures, Kanamori Assagement Singapore, Rebright Partners I, Rebright Partners Ii, Tetsuro Koda",351000,Other,
3149,Datstop,Dhruvin Shah,2020,07,01,,Hospitality,01/07/2020,It Offers Urban Social Space,Delhi,"Shabir Momin, Onedigital Entertainment,  Saurabh Pathak.",0,,
3150,Iphm Services,Dr. Sachin Bhavsar,2020,07,01,,Health & Fitness,01/07/2020,It Helps Design Programs And Workshops For The Psychological Well-Being Of Individuals,Greater Mumbai,Indian Angel Fund,0,,
3151,Wellcure,"Sumeet Kapur, Ankur Bhatia, Aanchal Kapur",2020,07,01,,Health & Fitness,01/07/2020,It Caters To All Health And Wellness Needs,,Inflection Point Ventures,200000,Other,
3152,Vilcart,"Prasanna Kumar, Mahesh Bhat, Rajasekhar, Amith S Mali",2020,07,01,2018.0,E-commerce,01/07/2020,"Retail Industry In Rural India Through Technology, Supply Chain, And Logistics Facilities.",Bangalore,"N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash",0,,
3153,Firescore,"Karan Khairajani, Surojit Roy",2020,07,01,,Gaming,01/07/2020,Game Development Studio,Greater Mumbai,Crazy Labs,500000,Other,
3154,Bulbul,"Sachin Bhatia, Atit Jain",2020,07,01,2018.0,Platforms & Social Media,01/07/2020,A Video And Livestream Led Commerce Platform That Makes Online Shopping Engaging,Gurgaon,Info Edge,8700000,Other,
3155,Toppr,Zishaan Hayath,2020,07,01,2013.0,EdTech,01/07/2020,It Provides Ai-Based After School Learning App For K12,Greater Mumbai,Foundation Holdings,0,,
3156,Pickright Technologies,"Archana Elapavuluri, Namandeep Bhatia, Siddharth Panjwani",2020,07,01,2019.0,Fintech,01/07/2020,Marketplace For Stock Market Investors And Advisors,Bangalore,"Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu",175000,Early stage,
3157,Muse Wearables,"K.L.N Sai Prasanth, Yathindra Ajay K.A, K. Prathyusha",2020,07,01,2018.0,Technology,01/07/2020,It Sells The World’s First Payment-Enabled Hybrid Smartwatches,Chennai,Dr. Bhaskar Rao Bollineni,3000000,Other,
3158,Satya Microcapital,Vivek Tiwari,2020,07,01,1995.0,Fintech,01/07/2020,Microfinance Company That Offers Collateral-Free Credit To Micro Enterprises,Delhi,Blueorchard Finance Limited,960000,Other,
3159,Wyn Studio,"Bijay Gautam, Souniya Khurana",2020,07,01,,Media,01/07/2020,It Creates Video Content And Podcasts,,India Angel Fund,0,,
3160,Fourth Partner Energy,Saif Dhorajiwala,2020,07,01,2010.0,Energy,01/07/2020,Largest Startup In The Distributed Solar Sector,Bangalore,Responsability Investments Ag,15000000,Other,
3161,Entri,Mohammed Hisamuddin,2020,07,01,2017.0,EdTech,01/07/2020,Local Language Learning Startup,Kochi,Good Capital,1700000,Series A,
3162,Snack Amor,Deepak Grover,2020,07,01,2017.0,Food & Beverages,01/07/2020,Healthy Snack Startup,Greater Mumbai,Dr Srinivas Chunduru,0,,
3163,Mpowered,Sudeep Singh,2020,07,01,,SaaS,01/07/2020,Asset Management Solutions,,"Ashok Nichani, Shelly Nichani",21000000,Series A,
3164,Leap Club,"Ragini Das, Anand Sinha",2020,07,01,2020.0,Platforms & Social Media,01/07/2020,Community Led Professional Network For Women,,Titan Capital,0,,
3165,Gigforce,"Chirag Mittal, Parag Modi, Anirudh Syal",2020,07,01,,Consulting,01/07/2020,Provides Staffing Solutions For Businesses,Bangalore,Unitus Venture,804000,Other,
3166,Vegrow,"Praneeth Kumar, Shobhit Jain, Mrudhukar Batchu, Kiran Naik",2020,07,01,2020.0,Agritech,01/07/2020,It Is Building An Asset-Light Farm By Partnering With Small Farms On A Profit-Sharing Model,Bangalore,"Matrix Partners India, Ankur Capital",2500000,Early stage,
3167,Finn,"Suman Maram, Sudheer Maram",2020,07,01,2019.0,Fintech,01/07/2020,Neobanking Startup That Digitises All Banking Transactions,Bangalore,"Unicorn India, Pointone Capital, Astir Ventures",0,,
3168,Bijnis,"Siddharth Vij, Siddharth Rastogi, Shubham Agarwal, Chaitanya Rathi",2020,07,01,2015.0,Marketplace,01/07/2020,Provides A Platform For Manufacturers And Retailers In Digital Transaction,,"Sequoia Capital India, Matrix Partners India, Infoedge, Waterbridge Ventures",10000000,Series A,
3169,Inurture,Ashwin Ajila,2020,07,01,2009.0,EdTech,01/07/2020,"It Provides A Conducive And Healthy Teaching, Learning Environment",Bangalore,Blacksoil Capital,1340000,Other,
3170,Styledotme,"Meghna Saraogi, Akhil Tolani",2020,07,01,2014.0,Fashion,01/07/2020,"Mirrar, Helps Jewellers Sell Jewellery With No Physical Inventory",,Survam Partners,467000,Series A,
3171,Ripsey,"Silky Singh, Alkheya Boora Rpsey",2020,07,01,2018.0,Food & Beverages,01/07/2020,It Plans Meals In Consultation From Fitness Experts And Nutritionists And Prepares Them In-House,Greater Mumbai,Ah! Ventures,133000,Other,
3172,Thrivefnc,Mugdha Pradhan,2020,07,01,2017.0,Health & Fitness,01/07/2020,Focusses On Reversing Chronic Lifestyle Disorders Through Functional Nutrition.,Pune,Rajesh Ranavat,0,,
3173,Vedantu,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",2020,07,01,2011.0,EdTech,01/07/2020,Onine Learning Platform,Bangalore,Coatue,100000000,Series D to late stage,
3174,Magicpin,"Anshoo Sharma, Brij Bhushan",2020,07,01,2015.0,Other,01/07/2020,"It Is A Local Discovery, Rewards, And Commerce Platform",,Samsung Venture Investment Corporation,7000000,Series D to late stage,
3175,Procol,"Gaurav Baheti, Sumit Mendiratta",2020,07,01,2018.0,Agritech,01/07/2020,Commodity Procurement Platform,Delhi,Sequoia Surge,3823000,Other,
3176,Yumlane,Hitesh Ahuja,2020,07,01,2016.0,IT,01/07/2020,Online Retailer That Offers A Range Of On-The-Go Hot Snacking And Meals,Greater Mumbai,Jetty Ventures,1000000,Series A,
3177,Crio,"Rathinamurthy R, Sridher Jeyachandran",2020,07,01,2018.0,EdTech,01/07/2020,A Learning Platform For Developers,Bangalore,021 Capital,934000,Other,
3178,Openapp,Gotama Gowda,2020,07,01,,IT,01/07/2020,Security Solutions Startup,Bangalore,Unicorn India Ventures,500000,Other,
3179,Pumpumpum,"Tarun Lawadia, Sameer Kalra",2020,07,01,,IT,01/07/2020,Offers Leased Car Services,,Letsventure Syndicate,293000,Other,
3180,Ufony Services Pvt Ltd,Ashish C,2020,07,01,,EdTech,01/07/2020,"School Diary, A Platform That Brings Education To Smartphones",Pune,Chennai Angels,0,,
3181,Protinus Fashion Networking Pvt Ltd,"Nikhil Hegde, Amit Bhardwaj",2020,07,01,2015.0,Fashion,01/07/2020,Owns And Operates Fashion Commerce And Retail Management Platform 6Degree,Greater Mumbai,Sucseed Ventures,0,,
3182,Uable,Saurabh Saxena,2020,07,01,,EdTech,01/07/2020,Online Life Skills Development Platform For Children,Bangalore,3One4 Capital,0,,
3183,Walrus,"Bhagaban Behera, Sriharsha Shetty, Nakul Kelkar",2020,07,01,2019.0,Fintech,01/07/2020,It Provides Banking Solutions For Teens And Young Adults,Bangalore,Better Capital,0,,
3184,Arth Designbuild,Swapnil Sahu,2020,07,01,,IT,01/07/2020,Construction Technology And Solutions Provider,Hyderebad,"Startup-O, Eden Ventures",1100000,Other,
3185,Godutch,"Aniruddh Singh, Riyaz Khan, Sagar Sheth",2020,07,01,,Fintech,01/07/2020,Group Payments Platform,Greater Mumbai,"Matrix India, Y Combinator, Global Founders Capital, Soma Capital, Venturesouq",1700000,Early stage,
3186,Parksmart,"Prateek Garg, Vishva Sharma, Rahul Gupta, Rishabh Nagpal, Ratan Sethi",2020,07,01,2019.0,IT,01/07/2020,Parking Spot Reservation Platform,Delhi,Ah! Ventures,198000,Other,
3187,Plum,"Abhishek Poddar, Saurabh Arora",2020,07,01,2019.0,Health & Fitness,01/07/2020,Provides Health Benefits To Corporates,Bangalore,Incubate Fund,927000,Early stage,
3188,Incnut Digital,"Chaitanya Nallan, Sangram Simha, Veerendra Shivhare",2020,07,01,2011.0,E-commerce,01/07/2020,Owns And Operates Two Women-Centric Digital Media Platforms -- Stylecraze.Com And Momjunction.Com,Greater Hyderabad ,Rpsg Ventures,4000000,Series A,
3189,Gigindia,"Sahil Sharma, Aditya Shirole",2020,07,01,2017.0,Technology,01/07/2020,Marketplace That Provides On-Demand Work Completion For Companies Through Workforce Of Jobseekers,Pune,Incubate Fund India,971000,Series A,
3190,Specsmaker,Pratik Shah,2020,07,01,2007.0,Other,01/07/2020,Online Optical Chain For Eye Wears,Chennai,Eight Road Ventures,3060000,Other,
3191,Piggy Ride,Manish Tewari,2020,07,01,,SaaS,01/07/2020,"Offers Parents And Kids, A Platform To Browse And Book Extracurricular Interest-Based Activities",Bangalore,"Jafco Asia, Artha Venture Fund",1862000,Series A,
3192,Chai Waale,Vidur Maheshwari,2020,07,01,2018.0,Food & Beverages,01/07/2020,Tea Brand,Chennai,"Tharun Dhariwal, Sunil Kumar Singhvi, Arun Ostwal, Vishal Ostwal, Gunavanth Vaid, Bharat Kumar",232000,Other,
3193,Noto,"Ashni Sheth, Varun Sheth",2020,07,01,,Food & Beverages,01/07/2020,A Brand That Makes Healthy Icecream,Greater Mumbai,Weh Ventures,0,,
3194,Cuemath,Manan Khurma,2020,07,01,2013.0,EdTech,01/07/2020,It Helps Students To Learn Math Online,Bangalore,Trifecta Capital,2888000,Series B,
3195,Cars24,Vikram Chopra,2020,07,01,2015.0,Automotive,01/07/2020,Online Platform For Selling Used Cars,Gurgaon,Vivriti Capital,1328000,Other,
3196,Jetsynthesys,Rajannavani,2020,07,01,2012.0,IT,01/07/2020,Digital Entertainment And Technology Company,Pune,"Adar Poonawalla, Kris Gopalakrishnan",40000000,Other,
3197,Earth Energy Ev,Rushi Shenghani,2020,07,01,2017.0,Automotive,01/07/2020,Electric Vehicles Startup,Greater Mumbai,Lr Joshi,0,,
3198,Green Cure,"Sanchit Garg, Sanjeev Dadhich",2020,07,01,2015.0,Health & Fitness,01/07/2020,It Sells Herbal Otc Products,Delhi,Venture Catalysts,0,,
3199,Blue Sky Analytics,"Abhilasha, Kshitij Purwar",2020,07,01,2018.0,Consulting,01/07/2020,"It Is Building Ai-Powered Infrastructure To Analyse Air Quality, Pollution Etc",,"Beenext, Rainmatter Capital Pvt Ltd, Stanford Angels & Entrepreneurs",1200000,Early stage,
3200,Edhusk,"Anuj Bhuria, Himanshu Kumar, Himanshu Meena",2020,07,01,2017.0,EdTech,01/07/2020,Provieds Personalised Learning To Students By Leveraging Technology-Driven Models,Jaipur,Mumbai Angel Network,0,,
3201,Decentro,Rohit Taneja,2020,07,01,2020.0,Fintech,01/07/2020,Automated Api-Based Platform That Enables Financial Integrations.,Bangalore,Y Combinator,15500000,Series A,
3202,Zolostays,"Akhil Sikri, Nikhil Sikri, Sneha Choudhry",2020,07,01,2015.0,Real Estate,01/07/2020,It Offers Affordable Housing Apartments To Young Professionals And Students,Bangalore,"Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital",56000000,Series C,
3203,Frontier Markets,Ajaitha Shah,2020,07,01,2011.0,E-commerce,01/07/2020,"Women Entreprenuers Sells Products And Services To Rural Indiaajaitha Shahengie Rassembleurs D'Energies, The Rise Fund, And The Singh Family Trusts,Teja Ventures, Beyond Capital Fund.$2,250,000Pre Series A",Jaipur,"Engie Rassembleurs D'Energies, The Rise Fund, And The Singh Family Trusts,Teja Ventures, Beyond Capital Fund.",2250000,Series A,
3204,Brainwired,"Sreeshankar S Nair, Romeo P Jerard",2020,07,01,2018.0,Agritech,01/07/2020,India’s First Livestock Health Monitoring Company,,"Kritik Abiram, Parthiv Rokadia, Gaurav Saraogi",0,,
3205,Aye Finance,"Vikram Jetley, Sanjay Sharma",2020,07,01,2014.0,Fintech,01/07/2020,A Finance Lender To Smes,,Invest In Vision,16753000,Series D to late stage,
3206,Paper Boat,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani",2020,07,01,2013.0,Food & Beverages,01/07/2020,Ecommerce Platform For Beverages And Snacks,,"Sofina Ventures, A91 Emerging Fund, Sci Growth Investment Ii, Catamarann Ventures",3700000,Other,
3207,Ken42,Ganesh Raju,2020,07,01,2019.0,EdTech,01/07/2020,A Platform That Caters To Evolving Needs Of Institutions,Bangalore,Turbostart,1470000,Other,
3208,Forbidden Foods,Anuj Krishnan,2020,07,01,,Food & Beverages,01/07/2020,Packaged Snacks Company,Delhi,"Globevestor, Secocha Ventures, First Cheque Vc, Kashyap Deorah, Vijay Sivaram",1000000,Early stage,
3209,Universal Sportsbiz,Anjana Reddy,2020,07,01,2012.0,Fashion,01/07/2020,Indian Fashion Industry With On-Trend Products,Bangalore,Nb Ventures,530000,Other,
3210,Gobbly,Ooshma Garg,2020,07,01,,IT,01/07/2020,A Contactless Retail Store Filled With Fruits And Veggies,,Sauce Vc,500000,Early stage,
3211,Aerostrovilos,"Rohit Grover, Pradeep Thangappan",2020,07,01,,Automotive,01/07/2020,Manufactures Micro Gas Turbines For Power-Based Application,Chennai,Mumbai Angels Network,0,,
3212,Mitron,"Shivank Agarwal, Anish Khandelwal",2020,07,01,,Media,01/07/2020,Short Video And Social Platform,Bangalore,"3One4 Capital, Letsventure",267000,Early stage,
3213,Bulk Mro,"Devang Shah, Gaurang Shah",2020,07,01,2015.0,Other,01/07/2020,A Full Stack B2B Platform For Industrial Supplies,Greater Mumbai,Stride Ventures,3344000,Other,
3214,Inspektlabs,"Devesh Trivedi, Sanchit",2020,07,01,2019.0,AI,01/07/2020,Focuses On Building Computer Vision Products For Physical Asset Inspections,Delhi,"Better Capital, Titan Capital",600000,Series A,
3215,Big Bang Boom Solutions,"Praveen Dwarkanath, Dr. Shivaraman Ramaswamy",2020,07,01,2018.0,IT,01/07/2020,It Developed Integrated Intellectual Properties For Defense,Chennai,Mumbai Angels Network,1000000,Series A,
3216,Flinto,"Vijay Babu Gandhi, Shreenidhi Srirangam, Arunprasad Durairaj",2020,07,01,2013.0,EdTech,01/07/2020,It Is An Educational Subscription-Box Focussed At Activity-Based Learning For The Ages 2-12,Chennai,Lightbox Ventures,7200000,Series B,
3217,Zetwerk,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",2020,07,01,2018.0,Marketplace,01/07/2020,B2B Marketplace That Connects Manufacturing Companies For Industrial Equipements,Bangalore,Greenoaks,21000000,Series C,
3218,Chitmonks,Pavan Adipuram,2020,07,01,2016.0,Fintech,01/07/2020,Offers Enterprise Private Platform For Chit Fund Firms,Greater Hyderabad ,Unicorn India Ventures,650000,Series A,
3219,Phool.Co,Ankit Agarwal,2020,08,01,2017,IT,01/08/2020,They Use Flowers From Temples Across India'S And Create Useful Products Such As Rose Incense Cone,Kanpur,Kaplan Foundation,1400000,Series A,
3220,Chiratae Ventures,"Vaishali Kulkarni, Arjun Singh Bajwa",2020,08,01,2018,Fintech,01/08/2020,A Leading Tech Venture Capital Fund Focused On Enabling Entrepreneurs In India.,Bangalore,,0,,
3221,Medlife,"Ananth Narayanan, T-Ushar Kumar",2020,08,01,2014,Health & Fitness,01/08/2020,"An India Online Platform, Which Provides Pharmacy, Diagnostics, And E-Consultation In India.",Bangalore,Ivy Icon,6800000,Other,
3222,Idfy,"Ashok Hariharan, Vineet Jawa",2020,08,01,2011,IT,01/08/2020,Idfy Provides Risk And Fraud Solutions,Greater Mumbai,"Millenna Fvci Iii, Nb Ventures, Dream Incubator",2110000,Series A,
3223,True Balance,"Charlie, Jay, Martin",2020,08,01,2014,Fintech,01/08/2020,Earn Money By Meeting Financial Needs Of Your Friends And Neighbors.,,Balancehero,23000000,Series C,
3224,Bira91,Ankur Jain,2020,08,01,2015,Food & Beverages,01/08/2020,A Craft Beer Brand Manufactured By B9 Beverages Pvt. Ltd.,New Delhi,Anicut Capital,764000,Other,
3225,Max Wholesale,"Samarth Agrawal, Rohit Narang",2020,08,01,2016,E-commerce,01/08/2020,Maxwholesale Is An Online Distributor That Provides Authentic Fmcg Goods,New Delhi,"Al Falaj Commercial Investment Co, Vistra Itcl India",603000,Other,
3226,Craftsvilla,"Manoj Gupta, Monica Gupta",2020,08,01,2011,E-commerce,01/08/2020,"Sells Ethnic Apparel, Footwear, Fashion Accessories, Beauty Products, Handcrafted Home Accessories",Greater Mumbai,Supera Investments,409000,Other,
3227,Mechmocha,"Arpita Kapoor, Mohit Rangaraju, Shilp Gupta",2020,08,01,2011,Entertainment,01/08/2020,India'S First Vernacular Social Gaming Platform,Bangalore,"Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc",292000,Series A,
3228,Mindhouse,"Pankaj Chaddah, Staff Pooja Khanna",2020,08,01,2019,Health & Fitness,01/08/2020,A Gym To Train Your Mind Offering Workouts And Programmes,,"Ggv Capital, Sahi Barual",286000,Other,
3229,Deepsync,"Ishan Sharma, Rishikesh",2020,08,01,2018,AI,01/08/2020,"A Revolutionary Way To Record Your Content, Without You Really Speaking",Chandigarh,"Grand Anicut Angel Fund (Gaaf), Al Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund",136000,Other,
3230,Eruditus,"Chaitanya Kalipatnapu, Ashwin Damera",2020,08,01,2010,EdTech,01/08/2020,Bring World-Class Business And Professional Education To A Global Audience,Greater Mumbai,"Bertelsmann India Investments, Sequoia Capital India",0,,
3231,Gradeup,Shobhit Bhatnagar,2020,08,01,2015,EdTech,01/08/2020,"India'S Largest Exam Preparation Destination,",Noida,"Times Internet, Tlabs",546000,Other,
3232,Tracxn,"Abhishek Goyal, Neha Singh",2020,08,01,2013,Fintech,01/08/2020,Tracxn Is The Research Partner For Venture Capitalist,Bangalore,"Saif Partners, Accel Partners, Sequoia Capital",887000,Series B,
3233,Purple Style Labs,Abhishek Agarwal,2020,08,01,2015,Fashion,01/08/2020,Shopping Experience And Foster The Growth Of Indian Brands And Designers.,Greater Mumbai,"Jitendra Gupta, Astarc Ventures.",43000,Other,
3234,Prophysio,Pramod Ravindra,2020,08,01,2016,Health & Fitness,01/08/2020,The Largest Provider Of Physiotherapy And Rehabilitation Services,Bangalore,Nestavera Ventures.,40900,Other,
3235,Flickstree,"Saurabh Singh, Rahul Jain, Nagender Sangra",2020,08,01,2014,Technology,01/08/2020,World'S Largest Video Publisher,Greater Mumbai,"Mox, Venture Catalysts",40900,Other,
3236,Settl,"Amit Singh, Deepanshu Malviya",2020,08,01,2015,Other,01/08/2020,Get Affordable Ac Bus-Rides Everyday,,"Sojitz, Sig Global India Fund",0,,
3237,Fanspole,"Aniket Shinde, Hardik Gondaliya",2020,08,01,2015,Entertainment,01/08/2020,India'S Only Social Fantasy Gaming Platform,Thane,"Mohan Verma, Better Capital",0,,
3238,Sarva,Sarvesh Shashi,2020,08,01,2016,Health & Fitness,01/08/2020,A Wellness Ecosystem Built On The Authentic Foundations Of Yoga,Greater Mumbai,"Shikhar Dhawan, Mantra Capital",0,,
3239,Univ.Ai,"Siddharth Das, Dr Rahul Dave, Dr Pavlos Protopapas",2020,08,01,2019,EdTech,01/08/2020,"A Distributed, Global Educational Powerhouse That Draws On Technology",Bangalore,Kiran Mazumdar Shaw.,0,,
3240,Credolab,Peter Barcak,2020,08,01,2015,Technology,01/08/2020,Ai Credit Scoring Platform,,"Gb Group, Walden International",7000000,Series A,
3241,Brick&Bolt,"Arpit Rajpurohit, Jayesh Rajpurohit",2020,08,01,2018,Other,01/08/2020,"A Construction Company Doing House Construction, Building Construction, Commercial Construction",Bangalore,"Meghna Agarwal, Navin Dhanuka",2200000,Series A,
3242,Grinntech,"Nikhilesh Mishra, Puneet Jain",2020,08,01,2013,Energy,01/08/2020,Leading On All Fronts Of Battery Design,Chennai,"V Sumantran, V Lakshmi Narayanan",0,,
3243,6Degree,"Amit Bhardwaj, Nikhil Hegde.",2020,08,01,2014,Fashion,01/08/2020,India'S Leading Fashion Business Platform,Greater Mumbai,"Keiretsu Forum, Sucseed Venture Partners",340000,Other,
3244,Exprs,"Srinivas Madhavam, Srikanth Rajashekhar, Rahul Mehta",2020,08,01,2018,Platforms & Social Media,01/08/2020,"Nano Distribution Centres, Enabling Seamless Connectivity Of Businesses & Consumers.",,"Sweta Rau, Sandeep Kapoor",5660000,Other,
3245,Bikayi,"Sonakshi Nathani, Ashutosh Singla",2020,08,01,2019,E-commerce,01/08/2020,Provides Free Whatsapp Integrated E-Commerce Store,Greater Hyderabad ,Mantis Ventures,2000000,Early stage,
3246,Virtual Forest,Omer Basith,2020,08,01,2019,Technology,01/08/2020,Tracking Seasonal Change In Virtual Forest,Bangalore,Napino Auto And Electronics Ltd,0,,
3247,The Health Company,"Devansh Jain Nawal, Ackshay Jain",2020,08,01,2018,AI,01/08/2020,Organic Superfoods & Free Personal Health Coaching That Actually Work.,,"Vcats, First Cheque, 9Unicorns, Marquee Investors",350000,Other,
3248,Trulymadly Matchmakers,Snehil Khanor,2020,08,01,2014,SaaS,01/08/2020,One Of The Best Dating Apps In India Connecting Singles Across The Country.,,"Angellist, Inflection Point Ventures, The Chennai Angels",110000,Series A,
3249,Truefan,"Nimish Goel, Nevaid Aggarwal, Devender Bindal",2020,08,01,2020,Media,01/08/2020,Enables Users To Play Quizzes Around Celebrities And Winners Get A Personalised Video Message From Stars.,Greater Mumbai,"Mayfield India, Saama Capital, Ronnie Screwvala",4300000,Early stage,
3250,Fanspole,"Aniket Shinde, Hardik Gondaliya",2020,08,01,2015,Gaming,01/08/2020,A Free App That Users Can Use To Create Contests And Play,Greater Mumbai,Better Capital,0,,
3251,Byju'S,Byju Raveendran,2020,08,01,2011,EdTech,01/08/2020,Provides Online Learning Classes,Bangalore,Dst Global,122000000,Other,
3252,Avail Finance,"Ankush Aggarwal, Tushar Mehndiratta",2020,08,01,2017,Fintech,01/08/2020,Instant Online Loan App,Bangalore,"Alphawave, Matrix Partners",11635000,Series B,
3253,The Money Club,"Manuraj Jain, Surajit Raj",2020,08,01,,AI,01/08/2020,Ai Based Chit Fund Cashier App,Delhi,Venture Catalysts,0,,
3254,Virohan,"Kunaal Dudeja, Nalin Saluja, Archit Jayaswal",2020,08,01,2018,Health & Fitness,01/08/2020,Healthcare Training Company,Gurgaon,"Keiretsu Forum, Elea Foundation",2800000,Early stage,
3255,Onecode,"Manish Shara, Yash Desai",2020,08,01,,Platforms & Social Media,01/08/2020,Connects New-Age Digital First Brands With Relevant Sellers,,Waterbridge Ventures,0,,
3256,Verloop.Io,Gaurav Singh,2020,08,01,2015,AI,01/08/2020,Helps Automate Customer Service Using Artificial Intelligence,,Alpha Wave Incubation,5000000,Other,
3257,Otipy,Varun Khanna,2020,08,01,2020,Food & Beverages,01/08/2020,Connects Consumers With Farmers Thorugh Women Resellers,,Inflection Point Ventures,1000000,Series A,
3258,Evage,Inderveer Singh,2020,08,01,2014,IT,01/08/2020,Develop Emissions-Free Electric Commercial Vehicles,Chandigarh,Anand Shah,0,,
3259,Lead School,"Sumeet Yashpal Mehta, Smita Deorah",2020,08,01,2012,EdTech,01/08/2020,Offers An Integrated System For Schools By Helping Them Digitize The Entire Curriculum,Greater Mumbai,"Westbridge Capital, Elevar Equity",28000000,Series C,
3260,Trell,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth",2020,08,01,2016,Platforms & Social Media,01/08/2020,Allows Users To Share Their Travel Experiences,Bangalore,"Ktb Network, Samsung Ventures, Ankur Nagpal, Gokul Rajaram, Vineet Buch",11000000,Series A,
3261,Captain Fresh,Utham Gowda,2020,08,01,2019,Logistics & Supply Chain,01/08/2020,Sea Food Supply Chain,Bangalore,Ankur Capital,2300000,Series A,
3262,Teachmint,"Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar",2020,08,01,,EdTech,01/08/2020,Empowers Tutors With Tools To Deliver Effective Learning Outcomes For Students And Parents,Bangalore,Better Capital,0,,
3263,Pixxel,"Kshitij Khandelwal, Awais Ahmed",2020,08,01,2019,IT,01/08/2020,Indian Earth Observation Startup,Bangalore,"Lightspeed India Partners, Blume Ventures, Growx Ventures",5000000,Early stage,
3264,Habbit Health,Dhruv Bhushan,2020,08,01,2019,Food & Beverages,01/08/2020,Applies Modern Science For Healthier Life Through Proprietary Foods & Digital Ecosystem,Delhi,"3One4 Capital, Angel List India",0,,
3265,Smarterbiz,"Rajesh Bernard, Vijay Krishna, Prateek Mehta",2020,08,01,2014,Technology,01/08/2020,An End-To-End Cx Platform Enabled With The Gig Workforce,Bangalore,"Startupxseed Ventures, Bhaskar Pramanik, Mj Aravinf, Ravi Viswanath, Ramesh Radhakrishnan, Ranjan Biswas, Mj Aniketh.",1065000,Series A,
3266,Able Jobs,"Ravish Agrawal, Swatantra Kumar, Siddharth Srivastav",2020,08,01,2019,Consulting,01/08/2020,Provides End To End Hiring Support To Companies,Bangalore,"Saif Partners, Y Combinator, Neeraj Arora, Titan Capital, First Cheque.",2000000,Other,
3267,Vieroots,Sanjeev Nair,2020,08,01,2018,Health & Fitness,01/08/2020,Personalised Lifestyle Management Using Epigenetic Science,Kochi,Suniel Shetty,0,,
3268,Stack Finance,Smriti Tomar,2020,08,01,2019,Fintech,01/08/2020,"It Automates Invesments, Expenses, Borrowing Under A Single Platform",Bangalore,"Sosv, Mox (Mobile Only Accelerator)",0,,
